SEMBOL;F?YAT;GUN Fark %;1 GUN ONCE HISSE FARK %;SKOR;alt_skor_kurumdan önce;KURUM ALI?-SATI? ANAL?Z?;TAKILDI?I ANAL?ZLER;GEÇEN ANAL?ZLER;OLUSTURULMA_ZAMANI
PAMEL;85,05;-1,29;-0,18;4;4;Güçlü kurum al?? var (+1 puan): Toplam al??=0.81, sat??=0.00 | Al??lar: BOFA 1g: +0.24, BOFA 2g: +0.23, BOFA 3g: +0.23, KAMU 1g: +0.02, KAMU 2g: +0.04, KAMU 3g: +0.04, TERA 2g: +0.00, TERA 3g: +0.01 | Sat??lar: ;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
EPLAS;5,32;-1,32;4,52;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=4.46, sat??=1.51 | Al??lar: BOFA 1g: +1.30, BOFA 2g: +1.41, BOFA 3g: +1.65, TERA 1g: +0.07, TERA 2g: +0.00, TERA 3g: +0.03 | Sat??lar: KAMU 1g: -0.43, KAMU 2g: -0.54, KAMU 3g: -0.54;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TEZOL;15,77;-1,33;1,74;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.45, sat??=0.40 | Al??lar: BOFA 1g: +0.20, BOFA 2g: +0.09, BOFA 3g: +0.10, KAMU 1g: +0.38, KAMU 2g: +0.32, KAMU 3g: +0.35 | Sat??lar: TERA 1g: -0.14, TERA 2g: -0.12, TERA 3g: -0.14;"EMA trend; RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
VESTL;36,06;-1,33;-3,32;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.92, sat??=1.49 | Al??lar: KAMU 1g: +0.27, KAMU 2g: +0.33, KAMU 3g: +0.33, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.33, BOFA 2g: -0.55, BOFA 3g: -0.56, TERA 2g: -0.02, TERA 3g: -0.02;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TTRAK;597;-1,34;-1,49;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.08, sat??=0.41 | Al??lar: KAMU 1g: +0.01, KAMU 2g: +0.03, KAMU 3g: +0.03, TERA 2g: +0.01, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.09, BOFA 2g: -0.16, BOFA 3g: -0.16, TERA 1g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
INTEM;185,5;-1,35;1,37;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.83, sat??=0.35 | Al??lar: BOFA 1g: +0.02, KAMU 1g: +0.21, KAMU 2g: +0.29, KAMU 3g: +0.29, TERA 1g: +0.01 | Sat??lar: BOFA 2g: -0.14, BOFA 3g: -0.14, TERA 2g: -0.04, TERA 3g: -0.04;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
DGGYO;34,04;-1,35;0,24;5;4;Güçlü kurum al?? var (+1 puan): Toplam al??=0.01, sat??=0.01 | Al??lar: KAMU 2g: +0.01, KAMU 3g: +0.01 | Sat??lar: BOFA 1g: -0.00, BOFA 2g: -0.00, BOFA 3g: -0.00, KAMU 1g: -0.00, TERA 2g: -0.00, TERA 3g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BEGYO;12,5;-1,36;0,08;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=5.80, sat??=2.28 | Al??lar: BOFA 1g: +0.82, KAMU 1g: +1.39, KAMU 2g: +1.66, KAMU 3g: +1.66, TERA 1g: +0.05, TERA 2g: +0.10, TERA 3g: +0.12 | Sat??lar: BOFA 2g: -1.17, BOFA 3g: -1.12;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
MOBTL;6,61;-1,36;-0,45;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.25, sat??=0.85 | Al??lar: KAMU 1g: +0.25 | Sat??lar: BOFA 1g: -0.02, BOFA 2g: -0.10, BOFA 3g: -0.11, KAMU 2g: -0.13, KAMU 3g: -0.10, TERA 2g: -0.20, TERA 3g: -0.19;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
OZKGY;12,42;-1,37;-1,19;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.21, sat??=0.29 | Al??lar: KAMU 1g: +0.03, KAMU 2g: +0.09, KAMU 3g: +0.09, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.03, BOFA 2g: -0.12, BOFA 3g: -0.12, TERA 2g: -0.01, TERA 3g: -0.01;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
FMIZP;290,5;-1,38;-1,02;2;2;Kurum hareketi nötr. Toplam al??=0.32, sat??=0.29 | Al??lar: BOFA 1g: +0.08, BOFA 2g: +0.12, BOFA 3g: +0.12 | Sat??lar: KAMU 1g: -0.03, KAMU 2g: -0.10, KAMU 3g: -0.10, TERA 2g: -0.03, TERA 3g: -0.03;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif";16.07.2025 21:27
BMSTL;44,22;-1,4;-0,14;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.24, sat??=0.73 | Al??lar: TERA 2g: +0.12, TERA 3g: +0.12 | Sat??lar: BOFA 1g: -0.09, BOFA 2g: -0.15, BOFA 3g: -0.15, KAMU 1g: -0.06, KAMU 2g: -0.15, KAMU 3g: -0.14;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif";16.07.2025 21:27
PAGYO;75;-1,4;-1,25;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.09, sat??=0.17 | Al??lar: BOFA 1g: +0.03, BOFA 2g: +0.03, BOFA 3g: +0.03 | Sat??lar: KAMU 1g: -0.05, KAMU 2g: -0.03, KAMU 3g: -0.03, TERA 2g: -0.03, TERA 3g: -0.03;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SEGYO;4,25;-1,41;1,67;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=1.98, sat??=0.31 | Al??lar: BOFA 1g: +0.32, BOFA 2g: +0.72, BOFA 3g: +0.80, KAMU 1g: +0.14 | Sat??lar: KAMU 2g: -0.08, KAMU 3g: -0.19, TERA 1g: -0.00, TERA 2g: -0.03, TERA 3g: -0.02;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KZGYO;22,64;-1,41;0,44;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.54, sat??=0.77 | Al??lar: BOFA 1g: +0.12, BOFA 2g: +0.21, BOFA 3g: +0.21 | Sat??lar: KAMU 1g: -0.24, KAMU 2g: -0.23, KAMU 3g: -0.24, TERA 2g: -0.03, TERA 3g: -0.03;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
TUCLK;9,19;-1,41;0;5;5;Kurum hareketi nötr. Toplam al??=0.73, sat??=0.72 | Al??lar: BOFA 1g: +0.23, BOFA 2g: +0.17, BOFA 3g: +0.19, TERA 2g: +0.07, TERA 3g: +0.07 | Sat??lar: KAMU 1g: -0.07, KAMU 2g: -0.33, KAMU 3g: -0.32;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KOZAA;81,8;-1,41;-1,15;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.42, sat??=0.67 | Al??lar: BOFA 2g: +0.14, BOFA 3g: +0.14, KAMU 1g: +0.08, KAMU 2g: +0.03, KAMU 3g: +0.03, TERA 1g: +0.01 | Sat??lar: BOFA 1g: -0.17, TERA 2g: -0.25, TERA 3g: -0.25;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KARTN;84,5;-1,42;0,3;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.97, sat??=0.19 | Al??lar: BOFA 1g: +0.14, BOFA 2g: +0.40, BOFA 3g: +0.41, KAMU 1g: +0.00, KAMU 2g: +0.01, KAMU 3g: +0.01 | Sat??lar: TERA 2g: -0.09, TERA 3g: -0.09;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
CVKMD;11,93;-1,42;0,25;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.18, sat??=0.53 | Al??lar: BOFA 1g: +0.07, BOFA 2g: +0.01, BOFA 3g: +0.02, KAMU 1g: +0.04, KAMU 2g: +0.02, KAMU 3g: +0.02 | Sat??lar: TERA 1g: -0.01, TERA 2g: -0.24, TERA 3g: -0.27;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
DMSAS;7,02;-1,42;0;3;4;Kurum hareketi nötr. Toplam al??=1.57, sat??=1.42 | Al??lar: BOFA 1g: +0.26, BOFA 2g: +0.64, BOFA 3g: +0.67, TERA 2g: +0.00 | Sat??lar: KAMU 1g: -0.10, KAMU 2g: -0.62, KAMU 3g: -0.62, TERA 1g: -0.02, TERA 3g: -0.05;"EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
EBEBK;45,42;-1,45;-0,61;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.15, sat??=0.70 | Al??lar: KAMU 1g: +0.04, KAMU 2g: +0.05, KAMU 3g: +0.05, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.22, BOFA 2g: -0.23, BOFA 3g: -0.24, TERA 2g: -0.00, TERA 3g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AKENR;11,64;-1,46;-0,51;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.39, sat??=0.89 | Al??lar: BOFA 1g: +0.02, BOFA 2g: +0.12, BOFA 3g: +0.12, KAMU 1g: +0.01, TERA 1g: +0.01, TERA 2g: +0.04, TERA 3g: +0.06 | Sat??lar: KAMU 2g: -0.44, KAMU 3g: -0.45;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
REEDR;8,93;-1,46;-0,56;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.95, sat??=13.58 | Al??lar: KAMU 1g: +0.11, TERA 1g: +0.01, TERA 2g: +0.40, TERA 3g: +0.42 | Sat??lar: BOFA 1g: -0.04, BOFA 2g: -1.32, BOFA 3g: -1.33, KAMU 2g: -5.44, KAMU 3g: -5.45;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SNICA;4,09;-1,47;1,24;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.00, sat??=0.59 | Al??lar:  | Sat??lar: BOFA 1g: -0.16, BOFA 2g: -0.02, BOFA 3g: -0.05, KAMU 1g: -0.00, KAMU 2g: -0.04, KAMU 3g: -0.06, TERA 1g: -0.00, TERA 2g: -0.15, TERA 3g: -0.11;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
EGPRO;19,74;-1,47;0,46;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.13, sat??=0.45 | Al??lar: BOFA 2g: +0.06, BOFA 3g: +0.06, TERA 2g: +0.01, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.05, KAMU 1g: -0.02, KAMU 2g: -0.19, KAMU 3g: -0.19;"EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
GSDHO;4,06;-1,48;0,5;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=0.42, sat??=0.22 | Al??lar: BOFA 1g: +0.03, BOFA 2g: +0.16, BOFA 3g: +0.16, TERA 2g: +0.03, TERA 3g: +0.04 | Sat??lar: KAMU 1g: -0.08, KAMU 2g: -0.05, KAMU 3g: -0.08, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
MAKIM;21,56;-1,48;0,28;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.80, sat??=0.43 | Al??lar: KAMU 1g: +0.03, TERA 2g: +0.39, TERA 3g: +0.39 | Sat??lar: BOFA 1g: -0.03, BOFA 2g: -0.06, BOFA 3g: -0.06, KAMU 2g: -0.14, KAMU 3g: -0.14;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ATAKP;43,88;-1,5;3,64;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=2.11, sat??=0.50 | Al??lar: BOFA 1g: +0.44, BOFA 2g: +0.42, BOFA 3g: +0.43, TERA 1g: +0.10, TERA 2g: +0.36, TERA 3g: +0.36 | Sat??lar: KAMU 1g: -0.22, KAMU 2g: -0.14, KAMU 3g: -0.14;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
DGATE;76,5;-1,5;2;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.94, sat??=0.87 | Al??lar: KAMU 1g: +0.41, KAMU 2g: +0.51, KAMU 3g: +0.49, TERA 1g: +0.06, TERA 2g: +0.23, TERA 3g: +0.24 | Sat??lar: BOFA 1g: -0.17, BOFA 2g: -0.35, BOFA 3g: -0.35;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
MTRKS;19,72;-1,52;0,1;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.00, sat??=0.98 | Al??lar: TERA 3g: +0.00 | Sat??lar: BOFA 1g: -0.13, BOFA 2g: -0.20, BOFA 3g: -0.21, KAMU 1g: -0.11, KAMU 2g: -0.16, KAMU 3g: -0.16, TERA 2g: -0.00;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
FRIGO;6,59;-1,52;-0,15;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.04, sat??=0.32 | Al??lar: KAMU 1g: +0.04, KAMU 3g: +0.01 | Sat??lar: BOFA 1g: -0.00, BOFA 2g: -0.02, BOFA 3g: -0.02, KAMU 2g: -0.00, TERA 1g: -0.00, TERA 2g: -0.13, TERA 3g: -0.15;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ADESE;12,4;-1,53;9,93;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=5.48, sat??=2.91 | Al??lar: BOFA 1g: +2.04, BOFA 2g: +0.89, BOFA 3g: +1.08, TERA 1g: +0.76, TERA 2g: +0.31, TERA 3g: +0.40 | Sat??lar: KAMU 1g: -0.73, KAMU 2g: -1.08, KAMU 3g: -1.10;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SANKO;20,26;-1,53;-2,41;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.97, sat??=0.14 | Al??lar: BOFA 1g: +0.08, BOFA 2g: +0.07, BOFA 3g: +0.07, KAMU 2g: +0.32, KAMU 3g: +0.34, TERA 1g: +0.03, TERA 2g: +0.03, TERA 3g: +0.04 | Sat??lar: KAMU 1g: -0.14;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
HOROZ;65;-1,54;8,97;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=15.20, sat??=0.32 | Al??lar: BOFA 1g: +0.21, BOFA 2g: +1.09, BOFA 3g: +1.09, KAMU 1g: +4.39, KAMU 2g: +4.21, KAMU 3g: +4.21 | Sat??lar: TERA 1g: -0.00, TERA 2g: -0.16, TERA 3g: -0.16;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
IPEKE;58,6;-1,54;-2,5;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.56, sat??=0.77 | Al??lar: BOFA 2g: +0.25, BOFA 3g: +0.24, KAMU 1g: +0.07 | Sat??lar: BOFA 1g: -0.28, KAMU 2g: -0.10, KAMU 3g: -0.10, TERA 1g: -0.00, TERA 2g: -0.14, TERA 3g: -0.14;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
METUR;42,56;-1,55;9,97;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=11.55, sat??=2.99 | Al??lar: BOFA 1g: +3.85, BOFA 2g: +3.79, BOFA 3g: +3.88, TERA 1g: +0.03 | Sat??lar: KAMU 1g: -0.78, KAMU 2g: -1.06, KAMU 3g: -1.06, TERA 2g: -0.04, TERA 3g: -0.04;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ARSAN;20,34;-1,57;0,39;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.25, sat??=0.25 | Al??lar: BOFA 2g: +0.28, BOFA 3g: +0.28, KAMU 1g: +0.01, TERA 2g: +0.34, TERA 3g: +0.33 | Sat??lar: BOFA 1g: -0.01, KAMU 2g: -0.12, KAMU 3g: -0.13;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SASA;3,19;-1,57;-1,24;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.13, sat??=0.47 | Al??lar: KAMU 1g: +0.02, KAMU 2g: +0.04, KAMU 3g: +0.05, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.08, BOFA 2g: -0.18, BOFA 3g: -0.20, TERA 1g: -0.00, TERA 2g: -0.01;"EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BRYAT;1850;-1,57;-1,6;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.22, sat??=0.32 | Al??lar: KAMU 1g: +0.05, KAMU 2g: +0.09, KAMU 3g: +0.09 | Sat??lar: BOFA 1g: -0.05, BOFA 2g: -0.12, BOFA 3g: -0.12, TERA 1g: -0.00, TERA 2g: -0.02, TERA 3g: -0.02;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BARMA;18,3;-1,58;0,27;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.28, sat??=0.69 | Al??lar: BOFA 2g: +0.09, BOFA 3g: +0.09, TERA 2g: +0.05, TERA 3g: +0.05 | Sat??lar: BOFA 1g: -0.07, KAMU 1g: -0.24, KAMU 2g: -0.19, KAMU 3g: -0.19;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ULUSE;190;-1,58;-0,52;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.16, sat??=0.46 | Al??lar: KAMU 1g: +0.26, KAMU 2g: +0.35, KAMU 3g: +0.35, TERA 2g: +0.10, TERA 3g: +0.10 | Sat??lar: BOFA 1g: -0.26, BOFA 2g: -0.10, BOFA 3g: -0.10;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
RGYAS;132,6;-1,58;-1,92;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=0.39, sat??=0.19 | Al??lar: BOFA 1g: +0.08, BOFA 2g: +0.15, BOFA 3g: +0.15 | Sat??lar: KAMU 1g: -0.08, KAMU 2g: -0.02, KAMU 3g: -0.02, TERA 2g: -0.03, TERA 3g: -0.03;"RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
